date_obs,ra,dec,expnum,exptime,band,ccd,mag,nite,objid,fakeid,date_added,obscode
2013/9/30 03:31:33,23:56:50.10,1:09:37.8,239651,90.0,r,11,23.0206985474,20130929,3137298,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:56:50.10,1:09:38.0,239652,90.0,i,11,22.4967002869,20130929,3294193,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:56:11.73,1:05:21.5,242745,90.0,z,16,22.5354995728,20131010,1574917,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:56:05.24,1:04:37.8,243471,90.0,z,42,22.6069984436,20131012,3510861,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:56:05.15,1:04:37.1,243490,90.0,i,42,22.7231998444,20131012,3524790,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:09:44.02,2:47:09.6,239653,90.0,r,29,20.576499939,20130929,3170340,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:09:44.00,2:47:09.6,239654,90.0,i,29,20.1025009155,20130929,3332071,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:08:47.68,2:40:38.3,242744,90.0,z,29,19.8378982544,20131010,2021345,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:08:42.70,2:40:03.3,243110,90.0,i,8,20.2350006104,20131011,2453510,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:08:42.67,2:40:03.1,243113,90.0,z,8,19.9277992249,20131011,1968568,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:07:29.20,2:31:16.7,247499,90.0,r,7,20.7062988281,20131027,3777995,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:13:53.32,1:51:47.0,239659,90.0,r,21,22.8481998444,20130929,3147788,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:13:53.32,1:51:46.7,239660,90.0,i,21,22.1588993073,20130929,3232505,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:13:10.05,1:47:22.5,243110,90.0,i,43,22.206199646,20131011,2510518,0,2016/2/21 02:18:07,807
2013/10/13 02:11:38,0:13:06.64,1:47:01.6,243497,90.0,z,52,21.7738990784,20131012,2674645,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,23:58:44.32,1:58:52.6,239641,90.0,r,13,22.8194999695,20130929,3101276,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,23:58:44.31,1:58:52.6,239642,90.0,i,13,21.4945983887,20130929,3112624,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,23:58:02.13,1:53:27.3,242742,90.0,z,19,21.220500946,20131010,2032476,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:57:58.40,1:52:58.1,243111,90.0,i,41,21.6231994629,20131011,2432005,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:57:58.39,1:52:58.0,243112,90.0,z,41,21.3826999664,20131011,2505184,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:57:54.86,1:52:30.4,243490,90.0,i,17,21.7141990662,20131012,3463182,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:57:04.08,1:45:40.6,247481,90.0,r,38,22.3847007751,20131027,2630765,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:59:04.89,2:20:24.3,243111,90.0,i,22,22.3453998566,20131011,2407948,0,2016/2/21 02:18:07,807
2013/10/12 02:58:49,23:59:04.89,2:20:24.3,243112,90.0,z,22,22.0932998657,20131011,2479789,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,23:59:01.14,2:19:59.2,243472,90.0,z,33,22.3490982056,20131012,3268631,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,23:59:00.94,2:19:57.7,243508,90.0,i,33,22.454498291,20131012,3732058,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:57:32.07,2:09:39.3,251776,90.0,r,27,23.2165985107,20131107,3782320,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,23:58:46.29,1:56:25.6,239642,90.0,i,19,22.9500999451,20130929,3110843,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,23:58:01.25,1:50:56.5,242742,90.0,z,19,22.6538009644,20131010,2032470,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:57:53.50,1:49:59.2,243490,90.0,i,17,22.616399765,20131012,3463184,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:55:49.87,0:54:56.2,239651,90.0,r,22,23.5705986023,20130929,3164177,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:55:49.87,0:54:56.4,239652,90.0,i,22,23.1047992706,20130929,3344518,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:55:12.04,0:49:59.7,243094,90.0,i,44,23.1704998016,20131011,2265720,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:09.05,0:49:36.1,243490,90.0,i,53,23.0742988586,20131012,3544444,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:57:15.92,0:32:58.1,242745,90.0,z,37,22.1308994293,20131010,1640454,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:57:12.25,0:32:34.4,243108,90.0,i,14,22.1683998108,20131011,2443496,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:57:12.25,0:32:34.3,243109,90.0,z,14,21.9326992035,20131011,2395935,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:57:08.84,0:32:12.5,243471,90.0,z,62,22.0986995697,20131012,3541715,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:57:08.74,0:32:11.7,243490,90.0,i,62,22.1674995422,20131012,3557397,0,2016/2/21 02:18:07,807
2013/10/28 01:45:05,23:56:18.15,0:26:44.0,247508,90.0,i,45,22.4384994507,20131027,3663325,0,2016/2/21 02:18:07,807
2013/10/4 05:25:03,0:06:39.57,-4:35:40.6,241142,90.0,r,27,21.9881000519,20131003,1538078,0,2016/2/21 02:18:07,807
2013/10/4 05:27:04,0:06:39.56,-4:35:40.8,241143,90.0,i,27,21.6100997925,20131003,1653664,0,2016/2/21 02:18:07,807
2013/10/13 03:15:20,0:05:55.19,-4:39:28.7,243527,90.0,z,26,21.2894992828,20131012,3706296,0,2016/2/21 02:18:07,807
2013/11/8 03:44:39,0:04:05.50,-4:47:22.5,251794,90.0,i,21,21.6963005066,20131107,3814949,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:53:04.61,0:34:32.6,239651,90.0,r,33,22.0029983521,20130929,3190143,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:53:04.62,0:34:32.5,239652,90.0,i,33,22.1585006714,20130929,3387843,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:52:18.33,0:28:53.9,242745,90.0,z,33,21.7073993683,20131010,1628856,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:52:14.37,0:28:24.6,243094,90.0,i,53,22.012298584,20131011,2278327,0,2016/2/21 02:18:07,807
2013/10/13 01:33:07,23:52:10.48,0:27:55.9,243479,90.0,z,30,21.6773986816,20131012,3534879,0,2016/2/21 02:18:07,807
2013/10/13 01:54:28,23:52:10.43,0:27:55.5,243489,90.0,i,30,21.9636001587,20131012,3590041,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:04:29.09,1:41:19.2,239641,90.0,r,30,23.2838993073,20130929,3103272,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:04:29.09,1:41:19.2,239642,90.0,i,30,22.9547996521,20130929,3117088,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:03:37.05,1:34:26.2,243472,90.0,z,62,22.6050987244,20131012,3359960,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:03:36.85,1:34:24.7,243508,90.0,i,62,22.2356987,20131012,3766733,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:02:42.70,1:27:01.0,247499,90.0,r,45,23.3564987183,20131027,3805919,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:55:27.78,1:11:13.5,242745,90.0,z,10,20.864200592,20131010,1557950,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:55:19.02,1:10:20.2,243471,90.0,z,41,21.0850982666,20131012,3510307,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:55:18.90,1:10:19.6,243490,90.0,i,41,21.1639995575,20131012,3522779,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:54:16.67,1:03:59.0,247481,90.0,r,58,21.8425998688,20131027,2643735,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:54:16.66,1:03:59.0,247483,90.0,i,58,21.3719997406,20131027,2625950,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:53:39.00,1:00:06.1,251772,90.0,r,36,21.8558998108,20131107,3818209,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:53:34.24,1:12:35.9,239651,90.0,r,9,21.4990997314,20130929,3131931,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:53:34.23,1:12:35.8,239652,90.0,i,9,21.0886993408,20130929,3283154,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:52:37.46,1:06:35.3,243094,90.0,i,28,21.1909999847,20131011,2240012,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:52:33.12,1:06:07.3,243471,90.0,z,39,21.8525009155,20131012,3502117,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:52:32.99,1:06:06.6,243490,90.0,i,39,21.0062999725,20131012,3517346,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:11:07.28,1:17:25.0,239660,90.0,i,45,21.2583007812,20130929,3286369,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:07.78,1:10:40.0,243110,90.0,i,60,21.3866004944,20131011,2529632,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:07.75,1:10:39.7,243113,90.0,z,60,20.9249000549,20131011,2085002,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:10:03.10,1:10:08.0,243496,90.0,z,43,21.0263996124,20131012,2679162,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:10:02.98,1:10:07.2,243514,90.0,i,43,21.4351997375,20131012,3700220,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:08:55.83,1:02:27.2,247507,90.0,r,19,21.9003982544,20131027,3809318,0,2016/2/21 02:18:07,807
2013/9/30 03:08:02,23:50:44.22,1:55:29.1,239640,90.0,r,23,23.1784000397,20130929,3286672,0,2016/2/21 02:18:07,807
2013/9/30 03:14:27,23:50:44.21,1:55:29.0,239643,90.0,i,23,22.9895992279,20130929,3146383,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:50:07.84,1:51:34.6,243094,90.0,i,4,23.0242996216,20131011,2179952,0,2016/2/21 02:18:07,807
2013/10/28 00:50:05,23:49:24.95,1:46:47.4,247481,90.0,r,32,23.1487007141,20131027,2621479,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:11:14.26,1:35:51.7,239659,90.0,r,32,23.52409935,20130929,3156008,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:11:14.27,1:35:51.7,239660,90.0,i,32,22.6904983521,20130929,3263447,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:32.67,1:31:16.1,243110,90.0,i,52,22.8682994843,20131011,2520891,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:32.66,1:31:16.1,243113,90.0,z,52,22.5760993958,20131011,2062229,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:10:29.40,1:30:54.5,243496,90.0,z,30,22.5006999969,20131012,2665638,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:09:41.95,1:25:38.2,247507,90.0,r,8,23.3544006348,20131027,3801660,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:03:11.52,1:38:43.3,239642,90.0,i,29,21.6344985962,20130929,3113921,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:02:19.89,1:32:58.4,242742,90.0,z,36,21.3218994141,20131010,2062406,0,2016/2/21 02:18:07,807
2013/10/28 01:41:02,0:01:08.24,1:24:50.2,247506,90.0,r,11,22.1054000854,20131027,3774812,0,2016/2/21 02:18:07,807
2013/10/28 01:45:05,0:01:08.24,1:24:50.2,247508,90.0,i,11,21.8467998505,20131027,3649809,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:01:41.82,2:16:42.5,239642,90.0,i,10,22.803899765,20130929,3111620,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,0:01:03.85,2:12:35.2,243111,90.0,i,30,22.6047992706,20131011,2412587,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:01:01.00,2:12:16.4,243472,90.0,z,41,22.3155994415,20131012,3294935,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:01:00.85,2:12:15.3,243508,90.0,i,41,22.5593986511,20131012,3743806,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:08:36.98,2:36:35.6,239653,90.0,r,35,21.9558982849,20130929,3179455,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:07:51.47,2:30:14.6,242744,90.0,z,35,21.0461006165,20131010,2031660,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:07:47.42,2:29:40.4,243110,90.0,i,13,21.4538002014,20131011,2462652,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:07:47.41,2:29:40.2,243113,90.0,z,13,21.309299469,20131011,1983022,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:06:47.57,2:20:58.7,247499,90.0,r,11,22.0911998749,20131027,3781041,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:10:57.48,1:18:59.4,239659,90.0,r,39,23.0340003967,20130929,3159645,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:10:57.48,1:18:59.4,239660,90.0,i,39,22.4762001038,20130929,3277251,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:03.36,1:11:38.9,243110,90.0,i,60,22.9050998688,20131011,2529629,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:03.36,1:11:38.5,243113,90.0,z,60,22.5593986511,20131011,2082985,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:09:59.13,1:11:03.9,243496,90.0,z,43,22.8717002869,20131012,2679141,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:08:58.06,1:02:35.5,247507,90.0,r,19,23.2760009766,20131027,3809321,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:11:07.83,1:52:53.3,239659,90.0,r,19,22.2151985168,20130929,3146226,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:11:07.83,1:52:53.3,239660,90.0,i,19,21.7370986938,20130929,3228361,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:20.49,1:47:45.4,243110,90.0,i,41,21.9423999786,20131011,2506751,0,2016/2/21 02:18:07,807
2013/10/12 03:00:52,0:10:20.47,1:47:45.4,243113,90.0,z,41,21.748500824,20131011,2041979,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:10:16.77,1:47:21.3,243496,90.0,z,17,22.627199173,20131012,2654464,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:10:16.68,1:47:20.3,243514,90.0,i,17,21.7818984985,20131012,3667138,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:09:23.08,1:41:28.5,247499,90.0,r,38,22.4312992096,20131027,3801139,0,2016/2/21 02:18:07,807
2013/9/30 03:33:40,23:57:40.27,0:09:04.5,239652,90.0,i,49,21.9020996094,20130929,3439120,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:56:54.15,0:04:02.8,242745,90.0,z,54,21.3987998962,20131010,1683138,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:56:50.11,0:03:36.1,243108,90.0,i,34,21.7835006714,20131011,2472035,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:56:50.09,0:03:36.2,243109,90.0,z,34,21.7995986938,20131011,2412031,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:56:46.26,0:03:11.0,243485,90.0,z,7,21.8525009155,20131012,3592749,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:11:11.13,2:26:50.4,239653,90.0,r,44,21.1260986328,20130929,3201082,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:11:11.13,2:26:50.4,239654,90.0,i,44,20.7066001892,20130929,3382745,0,2016/2/21 02:18:07,807
2013/10/11 02:53:29,0:10:18.52,2:20:58.3,242744,90.0,z,43,20.4183998108,20131010,2048969,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:09:04.51,2:12:33.5,247499,90.0,r,18,21.311000824,20131027,3785201,0,2016/2/21 02:18:07,807
2013/11/8 03:07:15,0:08:24.22,2:07:51.4,251777,90.0,r,26,21.2649993896,20131107,3818982,0,2016/2/21 02:18:07,807
2013/9/30 03:35:49,0:11:13.59,2:25:13.4,239653,90.0,r,44,20.6577987671,20130929,3201092,0,2016/2/21 02:18:07,807
2013/9/30 03:37:56,0:11:13.58,2:25:13.3,239654,90.0,i,44,20.1310997009,20130929,3382770,0,2016/2/21 02:18:07,807
2013/10/12 02:54:49,0:10:09.73,2:15:08.3,243110,90.0,i,27,20.2897987366,20131011,2487705,0,2016/2/21 02:18:07,807
2013/10/13 02:46:38,0:10:04.61,2:14:18.8,243514,90.0,i,3,20.207698822,20131012,3652762,0,2016/2/21 02:18:07,807
2013/10/28 01:26:57,0:08:52.70,2:02:26.9,247499,90.0,r,24,20.7626991272,20131027,3788610,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:01:08.75,1:59:47.5,239642,90.0,i,15,22.8290996552,20130929,3112812,0,2016/2/21 02:18:07,807
2013/10/13 01:18:43,0:00:05.73,1:53:58.1,243472,90.0,z,52,22.1507987976,20131012,3333059,0,2016/2/21 02:18:07,807
2013/10/13 02:34:31,0:00:05.47,1:53:56.7,243508,90.0,i,52,22.8374996185,20131012,3757978,0,2016/2/21 02:18:07,807
2013/11/8 03:05:12,23:58:20.07,1:44:06.7,251776,90.0,r,47,23.1812000275,20131107,3790909,0,2016/2/21 02:18:07,807
2013/9/30 03:31:33,23:57:41.55,0:24:24.7,239651,90.0,r,43,23.0510997772,20130929,3218622,0,2016/2/21 02:18:07,807
2013/10/11 02:55:29,23:56:51.65,0:18:13.4,242745,90.0,z,43,22.0935993195,20131010,1656897,0,2016/2/21 02:18:07,807
2013/10/12 02:50:41,23:56:47.28,0:17:40.8,243108,90.0,i,20,22.260799408,20131011,2450579,0,2016/2/21 02:18:07,807
2013/10/12 02:52:40,23:56:47.28,0:17:40.8,243109,90.0,z,20,21.9621009827,20131011,2401358,0,2016/2/21 02:18:07,807
2013/10/13 01:45:59,23:56:43.13,0:17:09.8,243485,90.0,z,3,22.3255996704,20131012,3592134,0,2016/2/21 02:18:07,807
2013/10/13 02:05:09,23:56:43.07,0:17:09.0,243494,90.0,i,3,22.2509994507,20131012,2605313,0,2016/2/21 02:18:07,807
2013/10/28 01:22:51,23:55:43.18,0:09:32.4,247497,90.0,r,18,23.1115989685,20131027,3785013,0,2016/2/21 02:18:07,807
2013/9/30 03:48:55,0:12:02.22,0:53:39.6,239659,90.0,r,56,21.5788002014,20130929,3173623,0,2016/2/21 02:18:07,807
2013/9/30 03:51:02,0:12:02.20,0:53:39.6,239660,90.0,i,56,21.0337982178,20130929,3314043,0,2016/2/21 02:18:07,807
2013/10/13 02:09:40,0:11:03.01,0:47:02.5,243496,90.0,z,55,20.6581993103,20131012,2693460,0,2016/2/21 02:18:07,807
2013/10/13 02:17:39,0:11:02.98,0:47:02.3,243500,90.0,z,13,20.7278995514,20131012,2701089,0,2016/2/21 02:18:07,807
2013/10/28 01:43:05,0:10:00.63,0:40:05.0,247507,90.0,r,33,21.6672000885,20131027,3819873,0,2016/2/21 02:18:07,807
2013/11/8 03:59:15,0:09:21.67,0:35:44.5,251801,90.0,i,8,21.238199234,20131107,3789639,0,2016/2/21 02:18:07,807
2013/10/12 02:22:03,23:55:01.24,1:38:38.8,243094,90.0,i,12,22.976398468,20131011,2198998,0,2016/2/21 02:18:07,807
2013/10/12 02:56:49,23:55:01.15,1:38:38.4,243111,90.0,i,45,22.7693996429,20131011,2438640,0,2016/2/21 02:18:07,807
2013/10/13 01:16:43,23:54:58.26,1:38:18.5,243471,90.0,z,21,22.2252006531,20131012,3452940,0,2016/2/21 02:18:07,807
2013/10/13 01:56:29,23:54:58.16,1:38:18.1,243490,90.0,i,21,22.6919994354,20131012,3473503,0,2016/2/21 02:18:07,807
2013/10/28 00:54:07,23:54:15.37,1:33:21.0,247483,90.0,i,42,22.9259986877,20131027,2619290,0,2016/2/21 02:18:07,807
2013/11/8 02:57:04,23:53:49.38,1:30:13.0,251772,90.0,r,17,22.8910999298,20131107,3803239,0,2016/2/21 02:18:07,807
2013/9/30 03:10:13,0:02:43.57,1:06:24.4,239641,90.0,r,54,22.0974006653,20130929,3108000,0,2016/2/21 02:18:07,807
2013/9/30 03:12:19,0:02:43.55,1:06:24.4,239642,90.0,i,54,21.6587982178,20130929,3119877,0,2016/2/21 02:18:07,807
2013/10/11 02:49:18,0:01:57.28,1:01:20.4,242742,90.0,z,53,21.5042991638,20131010,2094508,0,2016/2/21 02:18:07,807
2013/10/13 01:35:10,0:01:49.38,1:00:28.0,243480,90.0,z,10,21.3533000946,20131012,3211882,0,2016/2/21 02:18:07,807
