id,linkrun,chisq,ndof,a,e,i,aop,node,peri_jd,peri_date,epoch_jd,mean_anomaly,period,period_err,a_err,e_err,i_err,aop_err,node_err,peri_err,lat0,lon0,xBary,yBary,zBary,abg_a,abg_b,abg_g,abg_adot,abg_bdot,abg_gdot,abg_a_err,abg_b_err,abg_g_err,abg_adot_err,abg_bdot_err,abg_gdot_err
7bbbdc8d-7c78-4032-bf42-47a15b79ae41,wsdiff_S82_lon_gt_minus2,2.55,7,62.486,0.1977,53.1057,1.83,359.321,2456382.22,41362.21797773894,2456576.62,0.3881607141382471,493.945,50.886,4.29,0.0618,3.609,267.96,0.186,88099.69,0.0344,0.0076,-0.2949,0.0329,-0.9529,9.211107032214848e-06,1.149661747329002e-05,0.020333949122132426,0.01186665669259387,0.015800635965138407,-2.606321701695737e-05,1.653672086450963e-06,3.3841876833736244e-07,0.00027601262784863665,0.0015142476301326705,2.9684290982964672e-05,0.015250668081857752
d4da380e-e87b-4bb0-8304-654a98d8d6b2,wsdiff_S82_lon_gt_minus2,3.31,5,68.908,0.4261,6.9612,158.12,185.5,2452798.93,37778.93352814112,2456565.63,6.4945829113494149,572.011,49.605,3.98,0.1039,0.375,88.23,0.228,18321.78,0.0091,0.0206,-0.098,0.0092,-0.9968,1.850559847834611e-05,-2.4423952966256367e-06,0.025566027499249317,0.029880503615004706,-0.0036376396230728674,0.0026940965778529907,1.2770427937848962e-06,5.7511674904307522e-07,0.00024464481619219139,0.0015475481939995421,1.6251988966874665e-05,0.014138974989939903
930c436d-657f-41ca-9891-f2a6ef58715b,wsdiff_S82_lon_gt_minus2,1.37,5,40.698,0.2925,6.4011,295.17,358.629,2446514.14,31494.138331158087,2456576.62,38.224920852684683,259.629,137.21,14.34,0.648,0.3093,73.37,0.051,4352.48,0.0023,-0.0134,-0.3151,0.0023,-0.947,1.806400579615509e-05,1.6341688943384705e-06,0.03095332990241105,0.03555691328046611,0.003979558220331351,0.008186594328480084,7.9779431623050311e-07,4.2656955364036613e-07,0.00023586757910327096,0.0014501894397501629,1.167217932090287e-05,0.023960045160146503
83317e84-9545-474b-90b3-0a6ca8cdacd1,wsdiff_S82_lon_gt_minus2,3.9,5,52.114,0.3582,3.4785,126.42,319.679,2474600.71,59580.714747891296,2456577.6,312.75038757800206,376.207,280.953,25.95,0.5554,0.0573,3.48,0.777,9190.59,0.0396,-0.0197,-0.3367,0.0373,-0.9385,1.5841986241724928e-05,8.343467584643144e-07,0.022945855218647563,0.021758026224405022,0.0010336150670003498,-0.007818123857551566,6.3810714054809833e-07,4.1844102219186893e-07,0.00010262991236855203,0.00060100813534763576,1.8929991031194328e-05,0.011727498597342829
1d52459b-71d9-4fdf-a541-35879f6a7335,wsdiff_S82_lon_gt_minus2,0.86,5,60.963,0.3627,22.929,140.85,185.84,2448975.54,33955.54071172979,2456565.63,15.726683757273406,475.998,103.99,8.88,0.2177,0.7501,64.17,0.143,12194.41,0.0296,0.0314,-0.0872,0.0296,-0.9974,1.6266413331633012e-05,-6.76296915213495e-06,0.025119288670773756,0.02595672764027781,-0.01094714125281924,0.00444010776847424,7.9033935560971942e-07,4.7520532396892253e-07,0.00013902662763247488,0.00089091647548459425,2.5211189383211261e-05,0.010006804772139225
78fcb70c-9bf8-452a-86d6-ef7f0875f065,wsdiff_S82_lon_gt_minus2,2.11,5,45.71,0.2231,2.7995,357.48,321.107,2448134.4,33114.4017798109,2456565.63,26.907348144506567,309.04,207.787,20.49,0.5619,0.382,237.48,6.385,41884.5,0.0319,0.0076,-0.111,0.0319,-0.995,1.7759714973920994e-05,4.33054205946169e-07,0.02757257851827841,0.030650464348658205,0.0011551074522588678,0.0038395284120005526,4.7940097845643968e-06,5.0618899040022349e-07,0.0013507349321284811,0.0082875192864146421,6.5857706944417139e-05,0.025510564138843398
3f458ff9-1943-4499-843e-eeeb111e2a34,wsdiff_S82_lon_gt_minus2,9.57,9,64.112,0.4004,3.0458,250.93,215.088,2487713.97,72693.96696515707,2456565.65,300.15599004691165,513.344,354.586,29.52,0.4385,0.0743,25.67,1.003,18731.0,0.0315,-0.0123,-0.1309,0.0314,-0.9925,1.131461034740438e-05,-9.07429817659971e-07,0.016719411146845893,0.012660899813368183,-0.0005438470004675283,-0.005524453148551893,6.1478694127077291e-07,4.3364847219464736e-07,5.6180384803136188e-05,0.00035787128140752993,9.4510524673501902e-06,0.0066294288698365419
1d285ded-16c5-434c-b478-fb3fe407d011,wsdiff_S82_lon_gt_minus2,0.74,1,54.945,0.4785,45.5775,138.8,182.901,2450945.15,35925.15492825676,2456565.66,13.610800855090593,407.274,178.817,16.08,0.261,2.3115,45.71,0.014,4800.58,-0.0036,0.0519,-0.0673,-0.0035,-0.9994,1.4532101669901885e-05,-1.4939628214813137e-05,0.03313060546080899,0.030453582679700063,-0.031050430009949455,0.01008178215380135,1.4190646518524024e-06,6.7630988503040049e-07,0.00037685090659507025,0.002395188516371276,3.3097911366546492e-05,0.014732377702266609
0a934a09-0b24-4319-87f6-b1e554dd69b0,wsdiff_S82_lon_gt_minus2,0.57,3,39.889,0.3236,11.6876,38.63,21.678,2464815.22,49795.22042829916,2456569.73,327.72032119316714,251.931,96.756,10.21,0.3081,0.3113,21.1,0.624,693.5,-0.079,-0.0075,-0.1953,-0.0773,-0.978,1.921651118350383e-05,3.5390384451909974e-06,0.033485175654323365,0.040002792603411746,0.0076301649675401045,-0.01022432277752559,7.349897962596715e-07,4.867606649837272e-07,0.0001685864493307527,0.001049858978391329,5.7982758575600489e-05,0.011460342661008649
ca43822d-b4e1-4b78-a018-9af87b1ef4c4,wsdiff_S82_lon_gt_minus2,1.51,1,41.623,0.2019,6.9045,246.73,201.14,2474003.82,58983.815580096096,2456577.62,295.99795731199265,268.537,198.294,20.49,0.9982,1.4613,89.93,4.427,20479.53,0.0422,0.0141,-0.3052,0.0402,-0.9491,1.5831443678347528e-05,-1.1826960528839612e-06,0.025957687662160684,0.025916623114315383,-0.002939414166477419,-0.005409852927558986,3.7130922794251929e-06,5.2404453812426976e-07,0.00094953286135428315,0.0052912498294116891,0.00011473989787654026,0.025820424027179559
292a82c7-7fbc-42eb-8577-1b2227746ea6,wsdiff_S82_lon_gt_minus2,1.13,5,50.637,0.2153,17.0764,347.27,359.472,2453586.18,38566.18277158309,2456576.62,8.1852871432829399,360.326,10.123,0.95,0.1221,0.7489,227.56,0.007,52055.13,0.0011,-0.0135,-0.3151,0.0012,-0.947,1.6231860920218217e-05,4.9536232488165405e-06,0.025664399036017055,0.026862857433900142,0.00824969709776589,0.0009076452333736544,7.7070908101286177e-07,4.3423347263791903e-07,0.00017392648431243982,0.0010610228119760556,1.5475087729901648e-05,0.02001593800764662
253c1297-51ca-4f48-ac04-b558e7c900ba,wsdiff_S82_lon_gt_minus2,0.65,5,42.426,0.0748,2.9296,98.83,238.049,2450775.94,35755.94370225584,2456577.62,20.705952433751921,276.346,101.462,10.38,0.5375,0.2757,1246.96,8.296,298020.02,0.044,0.0084,-0.3106,0.0418,-0.9473,1.6592863180315734e-05,-3.382047302522926e-07,0.025944769913653565,0.02682410041254951,-0.0007360216702987601,0.0005523119962351107,3.3654657309701151e-06,3.7088838956407427e-07,0.00089067267878155127,0.0050985929980068611,0.00011858175848135172,0.042543713419921435
f26aec82-0c61-418d-988b-43cb65f962bb,wsdiff_S82_lon_gt_minus2,2.66,7,39.954,0.3256,54.5006,98.24,1.18,2471952.63,56932.62815620517,2456565.63,299.90872368294879,252.544,152.79,16.11,0.5021,3.3734,20.04,0.043,10180.29,0.0091,0.0244,-0.0942,0.0091,-0.9972,8.962467578332398e-06,1.341136943142324e-05,0.027523704759333998,0.016064894858406047,0.022557795645367702,-0.00937868319869999,1.27148763600373e-06,4.669000908477698e-07,0.00030772771807124547,0.0019528428919096954,2.0221406021400361e-05,0.014777999571541651
39b33c43-ab99-4ee4-a67b-9411b4bbf3d7,wsdiff_S82_lon_gt_minus2,0.04,1,28.366,0.7602,4.3639,312.13,189.9,2463303.2,48283.2008574768,2456565.66,316.01624226436445,151.079,119.627,14.97,0.1079,0.4187,16.92,0.548,1377.74,0.0078,0.0719,-0.0472,0.008,-1.0005,1.2481381790206434e-05,-1.0110665819005078e-06,0.03784257267186044,0.029869860655033956,-0.0022621950970802525,-0.03514529040872539,1.4329094861752032e-06,6.5156599602571003e-07,0.00044129614166751386,0.0028137079233614584,1.6346827448513051e-05,0.013980976764396786
c32e314f-4f7c-4be2-b39e-b994318940c9,wsdiff_S82_lon_gt_minus2,2.12,3,45.39,0.3528,0.7974,347.63,330.924,2449882.73,34862.73474199325,2456565.66,21.553869815816949,305.799,95.163,9.42,0.3997,0.0519,103.95,2.416,11817.74,0.0079,0.0699,-0.0492,0.008,-1.0004,1.965629465357053e-05,-7.05225675665749e-08,0.03239934052007157,0.04030876053901585,0.00046786725048909785,0.008074670335481862,2.0327555287186726e-06,5.9789275089207158e-07,0.00059235079559293881,0.0037774278959195702,1.6146571766119677e-05,0.023708648331190286
0fce9bca-eac6-48cd-a990-1c218e7d1528,wsdiff_S82_lon_gt_minus2,0.27,1,44.011,0.1924,1.3985,122.84,254.674,2459064.93,44044.93460122822,2456578.59,351.6012949254303,291.974,86.831,8.73,0.2981,0.0176,252.67,1.918,49474.73,0.0235,0.0786,-0.2594,0.0228,-0.9628,1.813363174354022e-05,-4.537192282374794e-08,0.028802050579554258,0.033027286303833496,-0.00027262716600486383,-0.00140842931179174,1.257817419602514e-06,6.7831619435911435e-07,0.00028876908448397952,0.001787200337166991,2.8063183753221578e-05,0.024956515976784791
1d982d6f-c3f2-4758-a0f7-1d241d9e52c7,wsdiff_S82_lon_gt_minus2,0.05,1,32.264,0.4225,43.4943,301.06,183.177,2470074.6,55054.597632358316,2456565.66,287.29887897222886,183.263,103.128,12.1,0.3137,2.4944,33.1,0.006,13481.47,-0.0013,0.0549,-0.0642,-0.0012,-0.9996,1.0952729888603587e-05,-1.0467439962801073e-05,0.030428416671568936,0.021073950003371828,-0.020019275730671127,-0.013503240811735899,1.2210602443694843e-06,6.6660350413706487e-07,0.0002770318927515603,0.0017814872509509575,3.0719607803288902e-05,0.014430464960490462
73cbc241-8d66-4093-b856-f458305ef3b7,wsdiff_S82_lon_gt_minus2,0.42,1,81.845,0.6447,158.6251,46.38,180.564,2416837.72,1817.7219418426976,2456577.63,52.934003731801297,740.435,564.961,41.63,0.2156,1.1619,19.01,0.2,12631.73,0.023,0.0648,-0.2567,0.0223,-0.9639,-7.807836846266452e-06,-2.9078340251455143e-06,0.012381593638692972,-0.006117780895115386,-0.0023986393841822096,0.005574225462931413,9.7818383801262867e-07,6.720555334884129e-07,6.820398377769857e-05,0.00037582854658079861,1.4680228404558906e-05,0.0032249159241977288
fb47ca9d-a87a-44b1-b554-9ec64e85db69,wsdiff_S82_lon_gt_minus2,1.05,5,42.227,0.0909,42.3972,42.63,358.43,2466080.94,51060.94189018197,2456565.65,325.7995589434147,274.401,76.901,7.89,0.6592,3.095,403.57,0.156,87343.93,0.024,-0.005,-0.1237,0.0239,-0.9937,1.2227463150667254e-05,1.0587735015585399e-05,0.026189771872633084,0.02008573717077221,0.0183360829065412,-0.0015589096756987466,1.3832456995574695e-06,4.7409795799871002e-07,0.00032474809836838237,0.0020734852769285746,1.9319691655211297e-05,0.023256029766397762
48780d5b-91a2-420d-afd8-76b0ab1127fe,wsdiff_S82_lon_gt_minus2,1.68,1,113.024,0.6896,53.033,3.98,359.39,2457171.3,42151.30119485315,2456565.65,359.50287679816125,1201.588,227.287,14.25,0.0451,1.0673,31.77,0.005,5132.54,0.0034,-0.0118,-0.1305,0.0035,-0.9931,1.310200224915419e-05,1.7365279590238443e-05,0.029308583078157924,0.024292832353044552,0.032282549908889284,-0.001162934118074889,9.2254190920799004e-07,6.6904999482844677e-07,0.00013992790279934933,0.0008865075806084575,3.124631758699005e-05,0.0092063370076510675
6bf89287-f407-48f0-aa32-7d9a2dcfb3b6,wsdiff_S82_lon_gt_minus2,0.39,1,51.38,0.3363,14.6423,111.14,359.045,2481291.34,66271.33968746848,2456578.59,293.82089765369477,368.294,284.202,26.43,0.6011,0.6555,38.13,0.265,22117.47,0.0264,0.0776,-0.2604,0.0256,-0.9625,1.2975090769601566e-05,3.5369559196623942e-06,0.020396832557284465,0.016727149361135046,0.004361260160885104,-0.00624953386776242,9.9683565860030167e-07,6.7388197302588507e-07,0.00012439124673403957,0.00074552285161144497,1.6584995305131169e-05,0.011987764846259831
8298b936-fb8d-4c3c-9edd-b74a5e216dad,wsdiff_S82_lon_gt_minus2,0.09,1,53.945,0.3317,8.0608,111.72,356.994,2483952.98,68932.98073322745,2456576.62,291.85409743700944,396.215,306.893,27.86,0.6778,1.4129,51.23,0.886,25914.96,0.0127,0.0302,-0.2734,0.0123,-0.9598,1.2830399365344503e-05,1.6690605996564498e-06,0.01919843204012313,0.01558269889133177,0.002204581328194968,-0.00561618165481796,2.9301743110183112e-06,5.3608300954636794e-07,0.00052045349981244668,0.002931030590254023,2.7279307732782118e-05,0.012162709381870833
5ba8ca7f-c61c-4361-ba8c-a86273545992,wsdiff_S82_lon_gt_minus2,0.03,1,40.358,0.4455,23.3161,110.24,3.661,2471817.33,56797.332377408165,2456565.66,301.33062207128268,256.39,196.548,20.63,0.3843,1.6052,29.95,0.055,8636.89,-0.0054,0.0499,-0.0692,-0.0053,-0.9992,1.3476176620381898e-05,5.759572345364366e-06,0.0266687469339254,0.02272824448072812,0.009802614990221139,-0.012302262759828637,1.3181665747470058e-06,6.5148894705446651e-07,0.00026988319862945366,0.0017083861182759089,1.8173133118593321e-05,0.012623439998481813
2bedcb88-ddde-4dde-8492-f57a85f81b97,wsdiff_S82_lon_gt_minus2,4.19,3,43.971,0.1537,1.4488,238.37,201.419,2474181.07,59161.074127109256,2456565.66,300.41461405139637,291.573,204.106,20.52,0.9733,0.1639,22.01,2.073,12899.93,0.0079,0.062,-0.0571,0.008,-1.0,1.518046608256432e-05,5.695421276268451e-07,0.024746154840165027,0.024605936108690454,-0.0005917333568848863,-0.003577997723213263,1.9122518585494321e-06,4.7785135927640492e-07,0.0004466806898821227,0.0028430659864253074,1.4173616034485772e-05,0.022519048456240323
963b423e-fe06-4d81-ab6a-cf8ac56b2506,wsdiff_S82_lon_gt_minus2,3.47,5,49.119,0.1409,0.1527,177.21,276.008,2482271.35,67251.35179666895,2456565.66,286.35347431680748,344.248,266.311,25.33,1.1611,0.0015,81.35,12.933,52733.06,0.0027,0.0595,-0.0596,0.0028,-0.9999,1.4090708235074557e-05,7.641150520626925e-07,0.021226050325916474,0.01924300476426907,2.4824596276987714e-06,-0.002733987695202626,1.9053533841152546e-06,4.5618364912900518e-07,0.00038116243954974604,0.0024261895057834499,1.1756434343821937e-05,0.022120920446053183
6f599143-43c9-48e0-980a-b23c4416fb38,wsdiff_S82_lon_gt_minus2,1.9,5,53.224,0.9792,17.4816,9.35,185.435,2443611.47,28591.46801210614,2456565.65,32.904039631953211,388.289,302.685,27.66,0.1491,67.7841,33.91,10.137,1960.69,0.0137,0.0507,-0.0682,0.0138,-0.9992,3.0428476138411373e-06,-6.121404310284157e-07,0.01948859493134305,0.0033325536236097375,-0.0010460048372735776,0.016724966494465292,1.1058831277798866e-05,5.0217275178487193e-07,0.0022080942474068648,0.013583942165655572,4.0616130685604698e-05,0.004432912165783464
c46d78c1-2cac-4488-bee1-2825c70f92af,wsdiff_S82_lon_gt_minus2,0.87,3,55.086,0.1588,4.04,136.9,325.863,2491676.99,76656.99014196917,2456578.58,275.33268006322339,408.852,370.777,33.3,1.519,0.184,165.14,1.759,99596.7,0.0402,-0.0083,-0.3419,0.0377,-0.9363,1.3049081694153739e-05,6.943716582860894e-07,0.018274525256289156,0.015085731661145206,0.0008887550958979798,-0.002520561070230316,1.1495367499360398e-06,6.515485687903022e-07,0.00016048894435900687,0.00096275563615703323,2.8689252817510297e-05,0.02472459350115544
fd515066-c82c-4c8f-ba9a-4e6e6b941eb7,wsdiff_S82_lon_gt_minus2,0.79,3,40.74,0.1632,45.6134,151.31,181.15,2451552.42,36532.42498525325,2456565.65,19.014338197994238,260.034,117.578,12.28,0.4495,14.6358,369.49,0.786,67676.97,0.0278,-0.0101,-0.1288,0.0278,-0.9929,1.279929339259836e-05,-1.3318674935366567e-05,0.02975344844568617,0.02383262690938041,-0.024319728411231454,0.0020558819846299434,6.4426281872666856e-06,5.0737185501789736e-07,0.0019724669829250291,0.01205346472702469,9.731939044418849e-05,0.03255164042823188
72610188-f204-4c90-b7c6-dbc8ecc37afc,wsdiff_S82_lon_gt_minus2,0.9,3,41.523,0.2765,11.7566,279.44,186.195,2475949.03,60929.034174011555,2456576.62,288.59346636039305,267.572,211.399,21.87,0.7334,1.4501,60.63,0.495,23267.33,0.0143,0.0343,-0.2694,0.0139,-0.9609,1.467897808554994e-05,-3.328174773841248e-06,0.024995720393127526,0.02321378993519909,-0.004824686715805213,-0.006981428353532408,2.3086569777965131e-06,4.5137196631177767e-07,0.00049258874711917888,0.0028252079196773635,2.887698026556921e-05,0.019373677276789271
25db1653-609b-4855-ac41-bdd41f8d2224,wsdiff_S82_lon_gt_minus2,3.31,5,47.982,0.3757,2.693,68.93,333.767,2462571.9,47551.9032789832,2456565.65,342.17678916893823,332.363,110.085,10.59,0.2199,0.0461,30.05,0.527,3251.81,0.0231,0.0357,-0.0832,0.0232,-0.9979,1.9942769599346443e-05,5.57706813931135e-07,0.03220494091516811,0.04050177261623049,0.0016837674844924426,-0.00779694632489683,7.7436375044208519e-07,5.5839230058195467e-07,0.00013753658429618376,0.00089940202596492042,1.239081634815436e-05,0.0090745019638618571
8bd11e61-25b8-4e49-9570-f2c901b2cbf5,wsdiff_S82_lon_gt_minus2,0.59,1,51.106,0.3321,20.4983,283.43,179.4,2479790.38,64770.37778920913,2456565.66,297.30383471385096,365.346,278.979,26.02,0.5908,1.0562,32.42,0.116,19439.88,-0.0139,0.0241,-0.0951,-0.0138,-0.997,1.2900502968442877e-05,-4.53068522078602e-06,0.021006249013034765,0.017152239500771795,-0.006414535354113703,-0.006413453098435724,1.0708007131603721e-06,6.0992598202316031e-07,0.00014638590067242275,0.00093114948793964478,9.8158373317117678e-06,0.011893868609331814
560fcab8-d6d9-4f5c-ac0a-65933d2525fb,wsdiff_S82_lon_gt_minus2,1.49,5,34.924,0.0735,21.7128,245.74,185.481,2469622.18,54602.17992212763,2456565.63,297.60552028162681,206.384,157.162,17.73,1.5141,5.6425,260.96,1.181,35096.05,0.0294,0.0211,-0.0975,0.0294,-0.9965,1.648458564229424e-05,-6.128215061701308e-06,0.030401353719387618,0.030889113459271325,-0.012261331386808853,-0.002341873015789603,4.5644819950993274e-06,5.0492801018540756e-07,0.0013918968473507797,0.0086925505388390969,7.5965739913581517e-05,0.048717610473163468
a63cdf15-76cf-439a-b5b9-0174556c44e4,wsdiff_S82_lon_gt_minus2,1.31,5,37.618,0.0881,2.6224,126.61,244.233,2458620.22,43600.21507142205,2456577.62,351.26875011047281,230.728,47.761,5.19,0.2862,0.0449,631.23,1.969,123171.45,0.0422,-0.0021,-0.3206,0.04,-0.944,1.7856929504796672e-05,-5.53428614449584e-08,0.029936078407203994,0.03346371280576136,-0.0006619673639688862,-0.0008060318044486717,1.0492786275820924e-06,5.0886538870666236e-07,0.00029762118463521974,0.0018281483512069116,5.2808099036269691e-05,0.031098330899426329
cf8426ff-12c1-4a34-942d-a26833f9c98f,wsdiff_S82_lon_gt_minus2,0.04,1,44.516,0.5295,0.8498,274.8,206.551,2473840.47,58820.47265489306,2456565.63,302.63703719238316,297.014,232.136,23.19,0.432,0.2688,46.57,8.497,8481.69,0.0065,0.0218,-0.0968,0.0065,-0.9969,1.2898205396572791e-05,-1.8954354793131534e-07,0.023494432994924406,0.019164867152217747,-0.0002555417223817152,-0.012013051669846484,4.4775828409945511e-06,7.0766464178534076e-07,0.0010567714905768881,0.0064449179202633374,2.8309219607369781e-05,0.01124160953251648
3e066b3e-ea75-4f4a-bb55-e448b1dae16e,wsdiff_S82_lon_gt_minus2,0.52,1,41.395,0.6015,127.8484,107.04,359.409,2466220.34,51200.34444285557,2456565.65,324.24765521840015,266.335,196.296,20.34,0.3302,3.2555,2.12,0.026,3212.52,0.0057,-0.0189,-0.1375,0.0057,-0.9921,-9.871173365468105e-06,1.2450713517294967e-05,0.03233840464192522,-0.02018916447402912,0.025858371855128535,-0.022707897919797253,1.4037154878192163e-06,6.6415978073896693e-07,0.00036675757520770433,0.0023128300310705321,2.5059205984130741e-05,0.014212938751671638
2ca2b0c1-efa3-4dbf-b1ab-e228b7ac158c,wsdiff_S82_lon_gt_minus2,1.14,1,51.66,0.8059,10.2149,319.28,184.569,2472666.25,57646.25495069241,2456565.63,317.23290363748453,371.302,287.84,26.7,0.248,6.7104,30.45,2.504,4553.93,0.0119,0.0127,-0.1059,0.012,-0.996,8.154075556215434e-06,-1.5567269441269202e-06,0.020043929990691003,0.010341354045718842,-0.0018611530961276104,-0.0143652259622501,5.5609070924785654e-06,7.05381424777478e-07,0.0011294054225973705,0.0068858101232563826,3.275609965493997e-05,0.0058743390859788309
096eb504-31b9-4510-b866-2ff370db32df,wsdiff_S82_lon_gt_minus2,0.0,1,52.866,0.3341,61.3683,72.52,184.125,2430266.67,15246.671444857493,2456565.65,67.478433526219149,384.387,254.077,23.3,0.6138,2.58,26.43,0.063,21873.54,0.019,0.0607,-0.0583,0.0191,-0.9998,6.307204071680566e-06,-1.1542839956182938e-05,0.019679067696071362,0.00784953497842567,-0.014364400560632679,0.005776502485862551,1.0083397813494218e-06,7.0591734495305311e-07,0.0001239818376035828,0.00081794829452201006,2.4073965172172035e-05,0.011444323741736472
100f42b0-fe92-49a7-b82a-e40be8c6f592,wsdiff_S82_lon_gt_minus2,1.06,1,52.728,0.5333,17.7153,67.56,184.19,2439049.55,24029.551708850544,2456565.65,45.120509276025921,382.876,300.224,27.56,0.3945,0.9623,7.99,0.238,7289.47,0.0233,-0.0008,-0.1196,0.0232,-0.9942,1.2860163533634912e-05,-4.417225584793302e-06,0.0225967440756698,0.018408538582435158,-0.005858769057404255,0.011668510196069485,1.1203551115146852e-06,6.4951990050099666e-07,0.00016455211057881286,0.0010198713934616924,1.8930868489160912e-05,0.0094627092679575951
ecd8c8d2-81af-40eb-9f0b-68f7560b5bc0,wsdiff_S82_lon_gt_minus2,1.3,1,77.946,0.3268,64.7195,242.38,179.727,2480429.18,65409.17541355034,2456565.65,325.79898573503192,688.162,434.824,32.83,0.5595,2.6828,43.75,0.095,3688.03,0.0291,-0.0206,-0.1392,0.0289,-0.9915,5.827982870036466e-06,-1.1943569855257589e-05,0.016677948079850877,0.006125111285462076,-0.012976659865114558,-0.003717355330718883,1.1332739868318417e-06,6.3844945815384791e-07,0.00011991713674792075,0.00072488291174189698,2.0428718345333228e-05,0.0076925699528073337
d5d5074e-28d5-4575-a4e3-71ad3050e5dc,wsdiff_S82_lon_gt_minus2,1.33,1,56.19,0.6669,2.8367,140.93,354.077,2478107.39,63087.38940034015,2456565.66,309.55839416207272,421.198,326.247,29.02,0.9871,3.8732,74.01,13.933,18750.07,0.0089,0.0722,-0.0469,0.009,-1.0005,1.0019832515832724e-05,4.4477270874926603e-07,0.0184159452103326,0.01167192967210741,0.0005715692032974522,-0.010473682512962676,1.4694022390523861e-05,7.082660294576812e-07,0.0027658708680659196,0.017042339830979601,3.6665372594475938e-05,0.013405615460933287
